hero1,hero2
"SUMMERS, SCOTT III |",HAVOK | MUTANT X-VER
"SUMMERS, SCOTT III |",FALLEN | MUTANT X-VE
"SUMMERS, SCOTT III |","FURY, NICK | MUTANT"
"FURY, NICK | MUTANT",MARVEL WOMAN | MUTAN
"FURY, NICK | MUTANT","DUGAN, DUM DUM | MUT"
"FURY, NICK | MUTANT",BRUTE | MUTANT X-VER
"FURY, NICK | MUTANT",HAVOK | MUTANT X-VER
"FURY, NICK | MUTANT",FALLEN | MUTANT X-VE
FALLEN | MUTANT X-VE,MARVEL WOMAN | MUTAN
FALLEN | MUTANT X-VE,"DUGAN, DUM DUM | MUT"
FALLEN | MUTANT X-VE,BRUTE | MUTANT X-VER
FALLEN | MUTANT X-VE,HAVOK | MUTANT X-VER
HAVOK | MUTANT X-VER,MARVEL WOMAN | MUTAN
HAVOK | MUTANT X-VER,"DUGAN, DUM DUM | MUT"
HAVOK | MUTANT X-VER,BRUTE | MUTANT X-VER
BRUTE | MUTANT X-VER,MARVEL WOMAN | MUTAN
BRUTE | MUTANT X-VER,"DUGAN, DUM DUM | MUT"
"DUGAN, DUM DUM | MUT",MARVEL WOMAN | MUTAN
ELEKTRA | MUTANT X-V,FALLEN | MUTANT X-VE
ELEKTRA | MUTANT X-V,BRUTE | MUTANT X-VER
ELEKTRA | MUTANT X-V,BLOODSTORM | MUTANT
ELEKTRA | MUTANT X-V,SHADOWCAT | MUTANT X
ELEKTRA | MUTANT X-V,HAVOK/ALEX SUMMERS
ELEKTRA | MUTANT X-V,MARVEL WOMAN | MUTAN
ELEKTRA | MUTANT X-V,FORGE | MUTANT X-VER
ELEKTRA | MUTANT X-V,"SUMMERS, SCOTT III |"
ELEKTRA | MUTANT X-V,ICE-MAN | MUTANT X-V
ICE-MAN | MUTANT X-V,FALLEN | MUTANT X-VE
ICE-MAN | MUTANT X-V,BRUTE | MUTANT X-VER
ICE-MAN | MUTANT X-V,BLOODSTORM | MUTANT
ICE-MAN | MUTANT X-V,SHADOWCAT | MUTANT X
ICE-MAN | MUTANT X-V,HAVOK/ALEX SUMMERS
ICE-MAN | MUTANT X-V,MARVEL WOMAN | MUTAN
ICE-MAN | MUTANT X-V,FORGE | MUTANT X-VER
ICE-MAN | MUTANT X-V,"SUMMERS, SCOTT III |"
"SUMMERS, SCOTT III |",FALLEN | MUTANT X-VE
"SUMMERS, SCOTT III |",BRUTE | MUTANT X-VER
"SUMMERS, SCOTT III |",BLOODSTORM | MUTANT
"SUMMERS, SCOTT III |",SHADOWCAT | MUTANT X
"SUMMERS, SCOTT III |",HAVOK/ALEX SUMMERS
"SUMMERS, SCOTT III |",MARVEL WOMAN | MUTAN
"SUMMERS, SCOTT III |",FORGE | MUTANT X-VER
FORGE | MUTANT X-VER,FALLEN | MUTANT X-VE
FORGE | MUTANT X-VER,BRUTE | MUTANT X-VER
FORGE | MUTANT X-VER,BLOODSTORM | MUTANT
FORGE | MUTANT X-VER,SHADOWCAT | MUTANT X
FORGE | MUTANT X-VER,HAVOK/ALEX SUMMERS
FORGE | MUTANT X-VER,MARVEL WOMAN | MUTAN
MARVEL WOMAN | MUTAN,FALLEN | MUTANT X-VE
MARVEL WOMAN | MUTAN,BRUTE | MUTANT X-VER
MARVEL WOMAN | MUTAN,BLOODSTORM | MUTANT
MARVEL WOMAN | MUTAN,SHADOWCAT | MUTANT X
MARVEL WOMAN | MUTAN,HAVOK/ALEX SUMMERS
HAVOK/ALEX SUMMERS,FALLEN | MUTANT X-VE
HAVOK/ALEX SUMMERS,BRUTE | MUTANT X-VER
HAVOK/ALEX SUMMERS,BLOODSTORM | MUTANT
HAVOK/ALEX SUMMERS,SHADOWCAT | MUTANT X
SHADOWCAT | MUTANT X,FALLEN | MUTANT X-VE
SHADOWCAT | MUTANT X,BRUTE | MUTANT X-VER
SHADOWCAT | MUTANT X,BLOODSTORM | MUTANT
BLOODSTORM | MUTANT,FALLEN | MUTANT X-VE
BLOODSTORM | MUTANT,BRUTE | MUTANT X-VER
BRUTE | MUTANT X-VER,FALLEN | MUTANT X-VE
ICE-MAN | MUTANT X-V,"SUMMERS, SCOTT III |"
ICE-MAN | MUTANT X-V,BULLSEYE | MUTANT X-
ICE-MAN | MUTANT X-V,MARVEL WOMAN | MUTAN
ICE-MAN | MUTANT X-V,DAREDEVIL | MUTANT X
ICE-MAN | MUTANT X-V,BRUTE | MUTANT X-VER
ICE-MAN | MUTANT X-V,"STACY, GWEN | MUTANT"
ICE-MAN | MUTANT X-V,MAN-SPIDER | MUTANT
ICE-MAN | MUTANT X-V,FALLEN | MUTANT X-VE
ICE-MAN | MUTANT X-V,HAVOK/ALEX SUMMERS
ICE-MAN | MUTANT X-V,BLOODSTORM | MUTANT
ICE-MAN | MUTANT X-V,ELEKTRA | MUTANT X-V
ELEKTRA | MUTANT X-V,"SUMMERS, SCOTT III |"
ELEKTRA | MUTANT X-V,BULLSEYE | MUTANT X-
ELEKTRA | MUTANT X-V,MARVEL WOMAN | MUTAN
ELEKTRA | MUTANT X-V,DAREDEVIL | MUTANT X
ELEKTRA | MUTANT X-V,BRUTE | MUTANT X-VER
ELEKTRA | MUTANT X-V,"STACY, GWEN | MUTANT"
ELEKTRA | MUTANT X-V,MAN-SPIDER | MUTANT
ELEKTRA | MUTANT X-V,FALLEN | MUTANT X-VE
ELEKTRA | MUTANT X-V,HAVOK/ALEX SUMMERS
ELEKTRA | MUTANT X-V,BLOODSTORM | MUTANT
BLOODSTORM | MUTANT,"SUMMERS, SCOTT III |"
BLOODSTORM | MUTANT,BULLSEYE | MUTANT X-
BLOODSTORM | MUTANT,MARVEL WOMAN | MUTAN
BLOODSTORM | MUTANT,DAREDEVIL | MUTANT X
BLOODSTORM | MUTANT,BRUTE | MUTANT X-VER
BLOODSTORM | MUTANT,"STACY, GWEN | MUTANT"
BLOODSTORM | MUTANT,MAN-SPIDER | MUTANT
BLOODSTORM | MUTANT,FALLEN | MUTANT X-VE
BLOODSTORM | MUTANT,HAVOK/ALEX SUMMERS
HAVOK/ALEX SUMMERS,"SUMMERS, SCOTT III |"
HAVOK/ALEX SUMMERS,BULLSEYE | MUTANT X-
HAVOK/ALEX SUMMERS,MARVEL WOMAN | MUTAN
HAVOK/ALEX SUMMERS,DAREDEVIL | MUTANT X
HAVOK/ALEX SUMMERS,BRUTE | MUTANT X-VER
HAVOK/ALEX SUMMERS,"STACY, GWEN | MUTANT"
HAVOK/ALEX SUMMERS,MAN-SPIDER | MUTANT
HAVOK/ALEX SUMMERS,FALLEN | MUTANT X-VE
FALLEN | MUTANT X-VE,"SUMMERS, SCOTT III |"
FALLEN | MUTANT X-VE,BULLSEYE | MUTANT X-
FALLEN | MUTANT X-VE,MARVEL WOMAN | MUTAN
FALLEN | MUTANT X-VE,DAREDEVIL | MUTANT X
FALLEN | MUTANT X-VE,BRUTE | MUTANT X-VER
FALLEN | MUTANT X-VE,"STACY, GWEN | MUTANT"
FALLEN | MUTANT X-VE,MAN-SPIDER | MUTANT
MAN-SPIDER | MUTANT,"SUMMERS, SCOTT III |"
MAN-SPIDER | MUTANT,BULLSEYE | MUTANT X-
MAN-SPIDER | MUTANT,MARVEL WOMAN | MUTAN
MAN-SPIDER | MUTANT,DAREDEVIL | MUTANT X
MAN-SPIDER | MUTANT,BRUTE | MUTANT X-VER
MAN-SPIDER | MUTANT,"STACY, GWEN | MUTANT"
"STACY, GWEN | MUTANT","SUMMERS, SCOTT III |"
"STACY, GWEN | MUTANT",BULLSEYE | MUTANT X-
"STACY, GWEN | MUTANT",MARVEL WOMAN | MUTAN
"STACY, GWEN | MUTANT",DAREDEVIL | MUTANT X
"STACY, GWEN | MUTANT",BRUTE | MUTANT X-VER
BRUTE | MUTANT X-VER,"SUMMERS, SCOTT III |"
BRUTE | MUTANT X-VER,BULLSEYE | MUTANT X-
BRUTE | MUTANT X-VER,MARVEL WOMAN | MUTAN
BRUTE | MUTANT X-VER,DAREDEVIL | MUTANT X
DAREDEVIL | MUTANT X,"SUMMERS, SCOTT III |"
DAREDEVIL | MUTANT X,BULLSEYE | MUTANT X-
DAREDEVIL | MUTANT X,MARVEL WOMAN | MUTAN
MARVEL WOMAN | MUTAN,"SUMMERS, SCOTT III |"
MARVEL WOMAN | MUTAN,BULLSEYE | MUTANT X-
BULLSEYE | MUTANT X-,"SUMMERS, SCOTT III |"
BLOODSTORM | MUTANT,MARVEL WOMAN | MUTAN
BLOODSTORM | MUTANT,MAN-SPIDER CLONE | M
BLOODSTORM | MUTANT,ICE-MAN | MUTANT X-V
BLOODSTORM | MUTANT,HAVOK/ALEX SUMMERS
BLOODSTORM | MUTANT,FALLEN | MUTANT X-VE
BLOODSTORM | MUTANT,BRUTE | MUTANT X-VER
BLOODSTORM | MUTANT,GREEN GOBLIN | MUTAN
GREEN GOBLIN | MUTAN,MARVEL WOMAN | MUTAN
GREEN GOBLIN | MUTAN,MAN-SPIDER CLONE | M
GREEN GOBLIN | MUTAN,ICE-MAN | MUTANT X-V
GREEN GOBLIN | MUTAN,HAVOK/ALEX SUMMERS
GREEN GOBLIN | MUTAN,FALLEN | MUTANT X-VE
GREEN GOBLIN | MUTAN,BRUTE | MUTANT X-VER
BRUTE | MUTANT X-VER,MARVEL WOMAN | MUTAN
BRUTE | MUTANT X-VER,MAN-SPIDER CLONE | M
BRUTE | MUTANT X-VER,ICE-MAN | MUTANT X-V
BRUTE | MUTANT X-VER,HAVOK/ALEX SUMMERS
BRUTE | MUTANT X-VER,FALLEN | MUTANT X-VE
FALLEN | MUTANT X-VE,MARVEL WOMAN | MUTAN
FALLEN | MUTANT X-VE,MAN-SPIDER CLONE | M
FALLEN | MUTANT X-VE,ICE-MAN | MUTANT X-V
FALLEN | MUTANT X-VE,HAVOK/ALEX SUMMERS
HAVOK/ALEX SUMMERS,MARVEL WOMAN | MUTAN
HAVOK/ALEX SUMMERS,MAN-SPIDER CLONE | M
HAVOK/ALEX SUMMERS,ICE-MAN | MUTANT X-V
ICE-MAN | MUTANT X-V,MARVEL WOMAN | MUTAN
ICE-MAN | MUTANT X-V,MAN-SPIDER CLONE | M
MAN-SPIDER CLONE | M,MARVEL WOMAN | MUTAN
HAVOK/ALEX SUMMERS,BLOODSTORM | MUTANT
HAVOK/ALEX SUMMERS,"SUMMERS, SCOTT III |"
HAVOK/ALEX SUMMERS,ICE-MAN | MUTANT X-V
HAVOK/ALEX SUMMERS,MARVEL WOMAN | MUTAN
HAVOK/ALEX SUMMERS,FORGE | MUTANT X-VER
FORGE | MUTANT X-VER,BLOODSTORM | MUTANT
FORGE | MUTANT X-VER,"SUMMERS, SCOTT III |"
FORGE | MUTANT X-VER,ICE-MAN | MUTANT X-V
FORGE | MUTANT X-VER,MARVEL WOMAN | MUTAN
MARVEL WOMAN | MUTAN,BLOODSTORM | MUTANT
MARVEL WOMAN | MUTAN,"SUMMERS, SCOTT III |"
MARVEL WOMAN | MUTAN,ICE-MAN | MUTANT X-V
ICE-MAN | MUTANT X-V,BLOODSTORM | MUTANT
ICE-MAN | MUTANT X-V,"SUMMERS, SCOTT III |"
"SUMMERS, SCOTT III |",BLOODSTORM | MUTANT
"ARBOGAST, BAMBI","MOOMJI, INDRIES"
"ARBOGAST, BAMBI",IRON MAN IV/JAMES R.
"ARBOGAST, BAMBI","STANE, OBADIAH"
"ARBOGAST, BAMBI","MARTINELLI, VINCENT"
"ARBOGAST, BAMBI",IRON MAN/TONY STARK
IRON MAN/TONY STARK,"MOOMJI, INDRIES"
IRON MAN/TONY STARK,IRON MAN IV/JAMES R.
IRON MAN/TONY STARK,"STANE, OBADIAH"
IRON MAN/TONY STARK,"MARTINELLI, VINCENT"
"MARTINELLI, VINCENT","MOOMJI, INDRIES"
"MARTINELLI, VINCENT",IRON MAN IV/JAMES R.
"MARTINELLI, VINCENT","STANE, OBADIAH"
"STANE, OBADIAH","MOOMJI, INDRIES"
"STANE, OBADIAH",IRON MAN IV/JAMES R.
IRON MAN IV/JAMES R.,"MOOMJI, INDRIES"
"MOOMJI, INDRIES","MARTINELLI, VINCENT"
"MOOMJI, INDRIES","STANE, OBADIAH"
"MOOMJI, INDRIES",IRON MAN/TONY STARK
"MOOMJI, INDRIES",MELTER/BRUNO HORGAN
"MOOMJI, INDRIES","ARBOGAST, BAMBI"
"MOOMJI, INDRIES",IRON MAN IV/JAMES R.
IRON MAN IV/JAMES R.,"MARTINELLI, VINCENT"
IRON MAN IV/JAMES R.,"STANE, OBADIAH"
IRON MAN IV/JAMES R.,IRON MAN/TONY STARK
IRON MAN IV/JAMES R.,MELTER/BRUNO HORGAN
IRON MAN IV/JAMES R.,"ARBOGAST, BAMBI"
"ARBOGAST, BAMBI","MARTINELLI, VINCENT"
"ARBOGAST, BAMBI","STANE, OBADIAH"
"ARBOGAST, BAMBI",IRON MAN/TONY STARK
"ARBOGAST, BAMBI",MELTER/BRUNO HORGAN
MELTER/BRUNO HORGAN,"MARTINELLI, VINCENT"
MELTER/BRUNO HORGAN,"STANE, OBADIAH"
MELTER/BRUNO HORGAN,IRON MAN/TONY STARK
IRON MAN/TONY STARK,"MARTINELLI, VINCENT"
IRON MAN/TONY STARK,"STANE, OBADIAH"
"STANE, OBADIAH","MARTINELLI, VINCENT"
MARVEL WOMAN | MUTAN,MAGNETO | MUTANT X-V
MARVEL WOMAN | MUTAN,CALLISTO | MUTANT X-
MARVEL WOMAN | MUTAN,"GRIMM, BEN | MUTANT"
MARVEL WOMAN | MUTAN,FALLEN | MUTANT X-VE
MARVEL WOMAN | MUTAN,ICE-MAN | MUTANT X-V
MARVEL WOMAN | MUTAN,BRUTE | MUTANT X-VER
MARVEL WOMAN | MUTAN,MOLE MAN | MUTANT X-
MARVEL WOMAN | MUTAN,ELEKTRA | MUTANT X-V
MARVEL WOMAN | MUTAN,BLOODSTORM | MUTANT
MARVEL WOMAN | MUTAN,HAVOK/ALEX SUMMERS
MARVEL WOMAN | MUTAN,"SUMMERS, SCOTT III |"
"SUMMERS, SCOTT III |",MAGNETO | MUTANT X-V
"SUMMERS, SCOTT III |",CALLISTO | MUTANT X-
"SUMMERS, SCOTT III |","GRIMM, BEN | MUTANT"
"SUMMERS, SCOTT III |",FALLEN | MUTANT X-VE
"SUMMERS, SCOTT III |",ICE-MAN | MUTANT X-V
"SUMMERS, SCOTT III |",BRUTE | MUTANT X-VER
"SUMMERS, SCOTT III |",MOLE MAN | MUTANT X-
"SUMMERS, SCOTT III |",ELEKTRA | MUTANT X-V
"SUMMERS, SCOTT III |",BLOODSTORM | MUTANT
"SUMMERS, SCOTT III |",HAVOK/ALEX SUMMERS
HAVOK/ALEX SUMMERS,MAGNETO | MUTANT X-V
HAVOK/ALEX SUMMERS,CALLISTO | MUTANT X-
HAVOK/ALEX SUMMERS,"GRIMM, BEN | MUTANT"
HAVOK/ALEX SUMMERS,FALLEN | MUTANT X-VE
HAVOK/ALEX SUMMERS,ICE-MAN | MUTANT X-V
HAVOK/ALEX SUMMERS,BRUTE | MUTANT X-VER
HAVOK/ALEX SUMMERS,MOLE MAN | MUTANT X-
HAVOK/ALEX SUMMERS,ELEKTRA | MUTANT X-V
HAVOK/ALEX SUMMERS,BLOODSTORM | MUTANT
BLOODSTORM | MUTANT,MAGNETO | MUTANT X-V
BLOODSTORM | MUTANT,CALLISTO | MUTANT X-
BLOODSTORM | MUTANT,"GRIMM, BEN | MUTANT"
BLOODSTORM | MUTANT,FALLEN | MUTANT X-VE
BLOODSTORM | MUTANT,ICE-MAN | MUTANT X-V
BLOODSTORM | MUTANT,BRUTE | MUTANT X-VER
BLOODSTORM | MUTANT,MOLE MAN | MUTANT X-
BLOODSTORM | MUTANT,ELEKTRA | MUTANT X-V
ELEKTRA | MUTANT X-V,MAGNETO | MUTANT X-V
ELEKTRA | MUTANT X-V,CALLISTO | MUTANT X-
ELEKTRA | MUTANT X-V,"GRIMM, BEN | MUTANT"
ELEKTRA | MUTANT X-V,FALLEN | MUTANT X-VE
ELEKTRA | MUTANT X-V,ICE-MAN | MUTANT X-V
ELEKTRA | MUTANT X-V,BRUTE | MUTANT X-VER
ELEKTRA | MUTANT X-V,MOLE MAN | MUTANT X-
MOLE MAN | MUTANT X-,MAGNETO | MUTANT X-V
MOLE MAN | MUTANT X-,CALLISTO | MUTANT X-
MOLE MAN | MUTANT X-,"GRIMM, BEN | MUTANT"
MOLE MAN | MUTANT X-,FALLEN | MUTANT X-VE
MOLE MAN | MUTANT X-,ICE-MAN | MUTANT X-V
MOLE MAN | MUTANT X-,BRUTE | MUTANT X-VER
BRUTE | MUTANT X-VER,MAGNETO | MUTANT X-V
BRUTE | MUTANT X-VER,CALLISTO | MUTANT X-
BRUTE | MUTANT X-VER,"GRIMM, BEN | MUTANT"
BRUTE | MUTANT X-VER,FALLEN | MUTANT X-VE
BRUTE | MUTANT X-VER,ICE-MAN | MUTANT X-V
ICE-MAN | MUTANT X-V,MAGNETO | MUTANT X-V
ICE-MAN | MUTANT X-V,CALLISTO | MUTANT X-
ICE-MAN | MUTANT X-V,"GRIMM, BEN | MUTANT"
ICE-MAN | MUTANT X-V,FALLEN | MUTANT X-VE
FALLEN | MUTANT X-VE,MAGNETO | MUTANT X-V
FALLEN | MUTANT X-VE,CALLISTO | MUTANT X-
FALLEN | MUTANT X-VE,"GRIMM, BEN | MUTANT"
"GRIMM, BEN | MUTANT",MAGNETO | MUTANT X-V
"GRIMM, BEN | MUTANT",CALLISTO | MUTANT X-
CALLISTO | MUTANT X-,MAGNETO | MUTANT X-V
"RICHARDS, REED | MUT",BLOODSTORM | MUTANT
"RICHARDS, REED | MUT",HAVOK/ALEX SUMMERS
"RICHARDS, REED | MUT",CEREBRO | MUTANT-X V
"RICHARDS, REED | MUT","GRIMM, BEN | MUTANT"
"RICHARDS, REED | MUT","SUMMERS, SCOTT III |"
"RICHARDS, REED | MUT",ICE-MAN | MUTANT X-V
"RICHARDS, REED | MUT",MARVEL WOMAN | MUTAN
"RICHARDS, REED | MUT",FALLEN | MUTANT X-VE
"RICHARDS, REED | MUT",BRUTE | MUTANT X-VER
"RICHARDS, REED | MUT","STORM, JOHNNY | MUTA"
"RICHARDS, REED | MUT",ELEKTRA | MUTANT X-V
ELEKTRA | MUTANT X-V,BLOODSTORM | MUTANT
ELEKTRA | MUTANT X-V,HAVOK/ALEX SUMMERS
ELEKTRA | MUTANT X-V,CEREBRO | MUTANT-X V
ELEKTRA | MUTANT X-V,"GRIMM, BEN | MUTANT"
ELEKTRA | MUTANT X-V,"SUMMERS, SCOTT III |"
ELEKTRA | MUTANT X-V,ICE-MAN | MUTANT X-V
ELEKTRA | MUTANT X-V,MARVEL WOMAN | MUTAN
ELEKTRA | MUTANT X-V,FALLEN | MUTANT X-VE
ELEKTRA | MUTANT X-V,BRUTE | MUTANT X-VER
ELEKTRA | MUTANT X-V,"STORM, JOHNNY | MUTA"
"STORM, JOHNNY | MUTA",BLOODSTORM | MUTANT
"STORM, JOHNNY | MUTA",HAVOK/ALEX SUMMERS
"STORM, JOHNNY | MUTA",CEREBRO | MUTANT-X V
"STORM, JOHNNY | MUTA","GRIMM, BEN | MUTANT"
"STORM, JOHNNY | MUTA","SUMMERS, SCOTT III |"
"STORM, JOHNNY | MUTA",ICE-MAN | MUTANT X-V
"STORM, JOHNNY | MUTA",MARVEL WOMAN | MUTAN
"STORM, JOHNNY | MUTA",FALLEN | MUTANT X-VE
"STORM, JOHNNY | MUTA",BRUTE | MUTANT X-VER
BRUTE | MUTANT X-VER,BLOODSTORM | MUTANT
BRUTE | MUTANT X-VER,HAVOK/ALEX SUMMERS
BRUTE | MUTANT X-VER,CEREBRO | MUTANT-X V
BRUTE | MUTANT X-VER,"GRIMM, BEN | MUTANT"
BRUTE | MUTANT X-VER,"SUMMERS, SCOTT III |"
BRUTE | MUTANT X-VER,ICE-MAN | MUTANT X-V
BRUTE | MUTANT X-VER,MARVEL WOMAN | MUTAN
BRUTE | MUTANT X-VER,FALLEN | MUTANT X-VE
FALLEN | MUTANT X-VE,BLOODSTORM | MUTANT
FALLEN | MUTANT X-VE,HAVOK/ALEX SUMMERS
FALLEN | MUTANT X-VE,CEREBRO | MUTANT-X V
FALLEN | MUTANT X-VE,"GRIMM, BEN | MUTANT"
FALLEN | MUTANT X-VE,"SUMMERS, SCOTT III |"
FALLEN | MUTANT X-VE,ICE-MAN | MUTANT X-V
FALLEN | MUTANT X-VE,MARVEL WOMAN | MUTAN
MARVEL WOMAN | MUTAN,BLOODSTORM | MUTANT
MARVEL WOMAN | MUTAN,HAVOK/ALEX SUMMERS
MARVEL WOMAN | MUTAN,CEREBRO | MUTANT-X V
MARVEL WOMAN | MUTAN,"GRIMM, BEN | MUTANT"
MARVEL WOMAN | MUTAN,"SUMMERS, SCOTT III |"
MARVEL WOMAN | MUTAN,ICE-MAN | MUTANT X-V
ICE-MAN | MUTANT X-V,BLOODSTORM | MUTANT
ICE-MAN | MUTANT X-V,HAVOK/ALEX SUMMERS
ICE-MAN | MUTANT X-V,CEREBRO | MUTANT-X V
ICE-MAN | MUTANT X-V,"GRIMM, BEN | MUTANT"
ICE-MAN | MUTANT X-V,"SUMMERS, SCOTT III |"
"SUMMERS, SCOTT III |",BLOODSTORM | MUTANT
"SUMMERS, SCOTT III |",HAVOK/ALEX SUMMERS
"SUMMERS, SCOTT III |",CEREBRO | MUTANT-X V
"SUMMERS, SCOTT III |","GRIMM, BEN | MUTANT"
"GRIMM, BEN | MUTANT",BLOODSTORM | MUTANT
"GRIMM, BEN | MUTANT",HAVOK/ALEX SUMMERS
"GRIMM, BEN | MUTANT",CEREBRO | MUTANT-X V
CEREBRO | MUTANT-X V,BLOODSTORM | MUTANT
CEREBRO | MUTANT-X V,HAVOK/ALEX SUMMERS
HAVOK/ALEX SUMMERS,BLOODSTORM | MUTANT
"MOOMJI, INDRIES",IRON MAN IV/JAMES R.
"MOOMJI, INDRIES",IRON MAN/TONY STARK
"MOOMJI, INDRIES","STANE, OBADIAH"
"STANE, OBADIAH",IRON MAN IV/JAMES R.
"STANE, OBADIAH",IRON MAN/TONY STARK
IRON MAN/TONY STARK,IRON MAN IV/JAMES R.
IRON MAN/TONY STARK,"ARBOGAST, BAMBI"
IRON MAN/TONY STARK,"MARTINELLI, VINCENT"
"MARTINELLI, VINCENT","ARBOGAST, BAMBI"
FRENCHIE/JEAN-PAUL D,MOON KNIGHT/MARC SPE
FRENCHIE/JEAN-PAUL D,IRON MAN/TONY STARK
FRENCHIE/JEAN-PAUL D,"CRAWLEY, BETRAND"
"CRAWLEY, BETRAND",MOON KNIGHT/MARC SPE
"CRAWLEY, BETRAND",IRON MAN/TONY STARK
IRON MAN/TONY STARK,MOON KNIGHT/MARC SPE
DEATH ADDER,"ARBOGAST, BAMBI"
DEATH ADDER,IRON MAN/TONY STARK
DEATH ADDER,BLACK MAMBA/TANYA SE
DEATH ADDER,ANACONDA/BLANCHE SIT
DEATH ADDER,"MARTINELLI, VINCENT"
"MARTINELLI, VINCENT","ARBOGAST, BAMBI"
"MARTINELLI, VINCENT",IRON MAN/TONY STARK
"MARTINELLI, VINCENT",BLACK MAMBA/TANYA SE
"MARTINELLI, VINCENT",ANACONDA/BLANCHE SIT
ANACONDA/BLANCHE SIT,"ARBOGAST, BAMBI"
ANACONDA/BLANCHE SIT,IRON MAN/TONY STARK
ANACONDA/BLANCHE SIT,BLACK MAMBA/TANYA SE
BLACK MAMBA/TANYA SE,"ARBOGAST, BAMBI"
BLACK MAMBA/TANYA SE,IRON MAN/TONY STARK
IRON MAN/TONY STARK,"ARBOGAST, BAMBI"
"WATSON-PARKER, MARY",BRAINSTORM/
IRON MAN/TONY STARK,"LACOSTE, RAE"
IRON MAN/TONY STARK,SCARLET WITCH/WANDA
IRON MAN/TONY STARK,SPIDER-WOMAN II/JULI
IRON MAN/TONY STARK,"FURY, COL. NICHOLAS"
IRON MAN/TONY STARK,USAGENT/CAPTAIN JOHN
IRON MAN/TONY STARK,IRON MAN IV/JAMES R.
IRON MAN IV/JAMES R.,"LACOSTE, RAE"
IRON MAN IV/JAMES R.,SCARLET WITCH/WANDA
IRON MAN IV/JAMES R.,SPIDER-WOMAN II/JULI
IRON MAN IV/JAMES R.,"FURY, COL. NICHOLAS"
IRON MAN IV/JAMES R.,USAGENT/CAPTAIN JOHN
USAGENT/CAPTAIN JOHN,"LACOSTE, RAE"
USAGENT/CAPTAIN JOHN,SCARLET WITCH/WANDA
USAGENT/CAPTAIN JOHN,SPIDER-WOMAN II/JULI
USAGENT/CAPTAIN JOHN,"FURY, COL. NICHOLAS"
"FURY, COL. NICHOLAS","LACOSTE, RAE"
"FURY, COL. NICHOLAS",SCARLET WITCH/WANDA
"FURY, COL. NICHOLAS",SPIDER-WOMAN II/JULI
SPIDER-WOMAN II/JULI,"LACOSTE, RAE"
SPIDER-WOMAN II/JULI,SCARLET WITCH/WANDA
SCARLET WITCH/WANDA,"LACOSTE, RAE"
"DRAKE, FRANKLIN",DRACULA/VLAD TEPES
"DRAKE, FRANKLIN","VAN HELSING, RACHEL"
"DRAKE, FRANKLIN","HARKER, QUINCY"
"HARKER, QUINCY",DRACULA/VLAD TEPES
"HARKER, QUINCY","VAN HELSING, RACHEL"
"VAN HELSING, RACHEL",DRACULA/VLAD TEPES
"SCARFE, RAFAEL","WING, COLLEEN"
"SCARFE, RAFAEL","DIAMOND, BOB"
"SCARFE, RAFAEL",IRON FIST/DANIEL RAN
"SCARFE, RAFAEL","CAGE, LUKE/CARL LUCA"
"SCARFE, RAFAEL","KNIGHT, MISTY"
"SCARFE, RAFAEL","ROYCE, JENNIE"
"ROYCE, JENNIE","WING, COLLEEN"
"ROYCE, JENNIE","DIAMOND, BOB"
"ROYCE, JENNIE",IRON FIST/DANIEL RAN
"ROYCE, JENNIE","CAGE, LUKE/CARL LUCA"
"ROYCE, JENNIE","KNIGHT, MISTY"
"KNIGHT, MISTY","WING, COLLEEN"
"KNIGHT, MISTY","DIAMOND, BOB"
"KNIGHT, MISTY",IRON FIST/DANIEL RAN
"KNIGHT, MISTY","CAGE, LUKE/CARL LUCA"
"CAGE, LUKE/CARL LUCA","WING, COLLEEN"
"CAGE, LUKE/CARL LUCA","DIAMOND, BOB"
"CAGE, LUKE/CARL LUCA",IRON FIST/DANIEL RAN
IRON FIST/DANIEL RAN,"WING, COLLEEN"
IRON FIST/DANIEL RAN,"DIAMOND, BOB"
"DIAMOND, BOB","WING, COLLEEN"
"WHYTE, HARMONY (HARM",EL AGUILA
"WHYTE, HARMONY (HARM","CAGE, LUKE/CARL LUCA"
"WHYTE, HARMONY (HARM",IRON FIST/DANIEL RAN
"WHYTE, HARMONY (HARM","HOGARTH, JERYN"
"WHYTE, HARMONY (HARM","KNIGHT, MISTY"
"KNIGHT, MISTY",EL AGUILA
"KNIGHT, MISTY","CAGE, LUKE/CARL LUCA"
"KNIGHT, MISTY",IRON FIST/DANIEL RAN
"KNIGHT, MISTY","HOGARTH, JERYN"
"HOGARTH, JERYN",EL AGUILA
"HOGARTH, JERYN","CAGE, LUKE/CARL LUCA"
"HOGARTH, JERYN",IRON FIST/DANIEL RAN
IRON FIST/DANIEL RAN,EL AGUILA
IRON FIST/DANIEL RAN,"CAGE, LUKE/CARL LUCA"
"CAGE, LUKE/CARL LUCA",EL AGUILA
"KNIGHT, MISTY","WING, COLLEEN"
"KNIGHT, MISTY","CAGE, LUKE/CARL LUCA"
"KNIGHT, MISTY",CYCLOPS/SCOTT SUMMER
"KNIGHT, MISTY",STORM/ORORO MUNROE S
"KNIGHT, MISTY",LIVING MONOLITH/AHME
"KNIGHT, MISTY",IRON FIST/DANIEL RAN
IRON FIST/DANIEL RAN,"WING, COLLEEN"
